longitude,latitude,state,BII_All_Plants,BII_Trees,BII_Forbs,BII_Graminoids,Land_Use_Intensity,bio12_precip,elevation,slope
5.151838154425456,10.487830942095414,Niger,0.59141207,0.41595197,0.72945076,0.6502493,0.022204367,1146.0094141548934,355,1.5148005
9.167307474439717,9.472734671040355,Plateau,0.46814734,0.32187837,0.57649446,0.54354,0.050904017,1174.3661706699165,1118,0.9838807
7.182030696535575,9.023577028980593,Abuja,0.3580007,0.25284296,0.48031333,0.37703392,0.3330722,1267.3195386253703,279,0.6698942
4.747596276571671,10.838173902902028,Niger,0.47465172,0.32681093,0.58335185,0.5540324,0.029677404,1019.7568959272467,161,0.79779154
7.451525281771431,9.014593876139399,Abuja,0.3551049,0.25057063,0.47687167,0.37347847,0.34208763,1328.1600110154752,453,0.2911482
7.307794836312308,9.050526487504179,Abuja,0.3579778,0.252825,0.48028612,0.3770058,0.3332094,1296.6402710272944,347,0.26916468
6.184900731162906,7.514407351659798,Kogi,0.35850757,0.2532407,0.48091576,0.37765625,0.33003542,1318.9643007652326,481,0.49366492
7.370676906200674,8.870863430680275,Abuja,0.3580019,0.2528439,0.48031473,0.37703538,0.33353975,1296.3397992457687,359,1.0022783
5.834557770356293,8.286958496002587,Kogi,0.40776294,0.2918916,0.5394561,0.43813172,0.034939595,1260.5936531553214,314,1.7268499
8.754082443744737,9.68833033922904,Plateau,0.43868098,0.29953283,0.54542905,0.49600723,0.20642005,1333.6866522943892,1284,0.6342262
8.906796042045055,9.885959701735334,Plateau,0.41412407,0.2809103,0.5195395,0.45639396,0.3258117,1264.862706740236,1255,1.115311
7.559323115865774,8.978661264774617,Abuja,0.35619798,0.25142834,0.47817078,0.37482053,0.20467834,1334.1258118122664,439,2.0762286
7.146098085170794,9.176290627280913,Niger,0.32158452,0.224267,0.4370324,0.3323223,0.5514237,1291.206580633914,269,1.7159852
6.544226844810715,9.63443142218187,Niger,0.37574413,0.2667663,0.50140154,0.3988192,0.22676879,1145.6088246907616,270,1.2399051
6.741856207317009,7.738986172689678,Kogi,0.4085104,0.29247814,0.5403445,0.43904945,0.030461453,1263.0938676610929,63,1.0319533
9.03256018182179,7.370676906200674,Benue,0.402515,0.28777352,0.5332189,0.4316883,0.06638081,1328.1943650862033,191,0.71406883
7.469491587453821,8.942728653409837,Abuja,0.35745645,0.25241587,0.47966647,0.37636566,0.33633298,1282.7636454719357,479,0.6403178
7.487457893136212,9.12239171023374,Abuja,0.37936193,0.2696052,0.5057013,0.40326113,0.20509408,1347.7088743025051,684,4.2368813
7.164064390853184,9.158324321598522,Niger,0.3210489,0.22384669,0.4363958,0.33166462,0.5544559,1281.7938070776959,367,3.2602947
7.451525281771431,8.924762347727446,Abuja,0.35797942,0.25282624,0.48028803,0.37700778,0.33316427,1282.7636454719357,448,1.2424237
4.549966914065377,9.859010243211749,Niger,0.53814656,0.3850135,0.6601008,0.58369696,0.005831643,1142.2499740923338,160,1.0106784
7.631188338595336,9.005610723298203,Nassarawa,0.40610808,0.29059303,0.53748935,0.43609992,0.042422026,1337.02249023177,375,0.48639268
6.319648023780834,7.460508434612627,Kogi,0.3585277,0.25325647,0.48093966,0.37768093,0.32995754,1254.8090758084911,203,1.0916258
9.077475946027764,6.79575512436418,Benue,0.39822653,0.28440833,0.52812207,0.42642298,0.09207355,1737.0201880250295,160,0.38682914
8.915779194886252,9.859010243211749,Plateau,0.41353282,0.28046197,0.51891613,0.45544022,0.32868624,1264.862706740236,1282,1.2626231
4.523017455541791,8.547469928397247,Kwara,0.2496063,0.16778536,0.35148573,0.24394779,0.98247856,1158.4092721492052,315,0.7548019
